RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,source
Valentina Shevchenko,Katlyn Chookagian,-920.0,610.0,2020-02-08,"Houston, Texas, USA", USA,Red,True,Women's Flyweight,FEMALE,5,0,2,0,4.35,0.32,0.1,0.0,0.0,3,2,24,0,0,1,5,0,0,0,6,Orthodox,175.26,172.72,125,0,4,0,3.02,0.49,0.4,1.94,0.51,4,2,32,4,0,1,3,1,2,0,7,Southpaw,165.1,167.64,125,31,31,0,-2,-1,-1,0,-8,-4,-1,-2,10.16,5.08,0,1.33,-0.3,-1.94,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,Red,KO/TKO,Punches,3.0,1:03,663.0,historical
Juan Adams,Justin Tafa,-240.0,200.0,2020-02-08,"Houston, Texas, USA", USA,Blue,False,Heavyweight,MALE,3,1,0,0,2.77,0.66,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,264,2,0,0,7.32,0.55,0.0,0.97,0.66,1,2,7,0,0,0,0,1,0,0,1,Orthodox,195.58,203.2,265,28,26,1,0,-1,-1,1,-6,0,-1,0,-12.7,-15.24,2,-4.55,0.0,-0.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,1.0,1:59,119.0,historical
Mirsad Bektic,Dan Ige,-125.0,105.0,2020-02-08,"Houston, Texas, USA", USA,Blue,False,Featherweight,MALE,3,0,4,0,4.15,0.49,1.0,2.73,0.34,4,1,11,0,0,0,2,1,1,0,4,Orthodox,170.18,180.34,145,1,0,0,2.88,0.42,0.4,3.38,0.53,4,2,17,0,1,1,1,2,1,0,6,Orthodox,172.72,177.8,145,28,28,1,4,0,-2,1,-6,0,-1,0,-2.54,2.54,0,1.27,0.6,-0.65,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Derrick Lewis,Ilir Latifi,-225.0,185.0,2020-02-08,"Houston, Texas, USA", USA,Red,False,Heavyweight,MALE,3,2,0,0,2.29,0.4,0.5,1.85,0.3,3,5,22,0,0,0,2,3,2,0,7,Orthodox,177.8,185.42,205,0,1,0,2.63,0.49,0.0,0.52,0.25,6,5,41,1,0,2,1,10,0,0,13,Orthodox,190.5,200.66,260,35,36,-2,-1,-3,-6,0,-19,-1,-7,2,-12.7,-15.24,-1,-0.34,0.5,1.33,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Trevin Giles,James Krause,-170.0,130.0,2020-02-08,"Houston, Texas, USA", USA,Red,False,Middleweight,MALE,3,0,6,0,4.65,0.48,0.6,1.06,0.18,6,5,29,0,0,0,3,3,1,0,8,Orthodox,187.96,185.42,170,2,0,0,3.25,0.61,0.0,1.95,1.0,2,2,11,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,27,33,2,6,4,6,-3,18,0,1,1,5.08,-2.54,-6,1.4,0.6,-0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Lauren Murphy,Andrea Lee,260.0,-320.0,2020-02-08,"Houston, Texas, USA", USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,5.02,0.53,0.5,1.75,0.46,3,1,12,0,0,0,3,0,0,0,3,Orthodox,167.64,175.26,125,0,1,0,3.53,0.39,0.0,0.89,0.28,1,4,21,0,0,1,0,2,0,0,3,Orthodox,165.1,170.18,125,36,30,-1,-1,2,0,3,-9,0,-2,0,2.54,5.08,6,1.49,0.5,0.86,8.0,7.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,S-DEC,No Finish,3.0,5:00,900.0,historical
Miles Johns,Mario Bautista,-132.0,112.0,2020-02-08,"Houston, Texas, USA", USA,Blue,False,Bantamweight,MALE,3,0,1,0,7.45,0.49,0.0,0.81,0.33,1,1,4,0,0,0,1,0,0,0,1,Switch,175.26,175.26,135,0,1,0,3.47,0.53,0.0,2.0,0.66,1,0,3,0,0,1,0,0,0,0,1,Orthodox,170.18,167.64,135,25,26,0,0,0,0,-1,1,0,0,0,5.08,7.62,-1,3.98,0.0,-1.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Flying Knee,2.0,1:41,401.0,historical
Domingo Pilarte,Journey Newson,-125.0,105.0,2020-02-08,"Houston, Texas, USA", USA,Blue,False,Bantamweight,MALE,3,1,0,0,2.53,0.3,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,1,0,0,2.06,0.51,1.4,2.06,0.42,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,135,30,30,0,0,0,0,0,0,0,0,0,-17.78,-15.24,0,0.47,-0.4,-2.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,Overturned,Punch,1.0,0:38,38.0,historical
Andre Ewell,Jonathan Martinez,-133.0,113.0,2020-02-08,"Houston, Texas, USA", USA,Red,False,Bantamweight,MALE,3,0,2,0,3.42,0.48,0.0,0.68,0.5,2,1,9,0,0,0,1,1,0,0,2,Southpaw,172.72,177.8,135,1,0,0,3.32,0.39,0.0,0.26,0.5,1,2,12,0,0,1,1,0,0,0,2,Southpaw,172.72,190.5,135,32,25,1,2,1,0,1,-3,0,1,0,0.0,-12.7,7,0.1,0.0,0.42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Muslim Salikhov,Laureano Staropoli,-165.0,145.0,2019-10-26,"Kallang, Singapore", Singapore,Red,False,Welterweight,MALE,3,0,2,0,4.29,0.31,0.0,0.33,0.25,2,0,6,0,0,0,2,0,0,0,2,Orthodox,185.42,180.34,170,0,2,0,2.92,0.46,0.0,1.22,0.42,2,1,5,0,0,0,0,2,0,0,2,Orthodox,180.34,177.8,170,35,26,0,0,0,0,1,1,0,-2,0,5.08,2.54,9,1.37,0.0,-0.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Randa Markos,Ashley Yoder,-150.0,130.0,2019-10-26,"Kallang, Singapore", Singapore,Red,False,Women's Strawweight,FEMALE,3,0,2,0,3.1,0.42,0.5,1.33,0.38,2,3,15,0,0,1,1,0,0,0,2,Southpaw,170.18,175.26,115,1,0,1,3.01,0.41,0.3,1.38,0.27,1,6,32,0,0,1,3,0,1,0,5,Orthodox,162.56,160.02,115,34,32,1,2,1,-3,3,-17,0,0,-1,7.62,15.24,2,0.09,0.2,-0.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Alex White,Rafael Fiziev,165.0,-190.0,2019-10-26,"Kallang, Singapore", Singapore,Blue,False,Lightweight,MALE,3,1,0,0,4.08,0.5,0.0,0.91,1.0,0,1,1,0,0,0,0,0,0,0,0,Switch,172.72,180.34,155,0,1,0,3.76,0.42,0.5,0.92,0.28,0,5,22,0,0,0,2,2,0,0,4,Southpaw,182.88,180.34,155,31,26,-1,-1,0,-4,4,-21,0,-2,0,-10.16,0.0,5,0.32,-0.5,-0.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Enrique Barzola,Movsar Evloev,170.0,-200.0,2019-10-26,"Kallang, Singapore", Singapore,Blue,False,Featherweight,MALE,3,0,1,0,4.03,0.38,0.0,4.5,0.33,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,182.88,145,0,1,0,3.93,0.39,0.2,4.56,0.45,4,2,24,0,0,1,5,0,0,0,6,Orthodox,170.18,177.8,145,30,25,0,0,-3,-5,2,-21,0,0,0,0.0,5.08,5,0.1,-0.2,-0.06,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Maurice Greene,Sergei Pavlovich,200.0,-240.0,2019-10-26,"Kallang, Singapore", Singapore,Blue,False,Heavyweight,MALE,3,0,1,0,6.55,0.52,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,190.5,213.36,257,0,3,0,4.19,0.44,0.5,0.0,0.0,3,0,5,0,0,1,0,1,1,0,3,Orthodox,200.66,203.2,258,33,27,0,-2,-2,-2,-1,-3,0,0,-1,-10.16,10.16,6,2.36,-0.5,0.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,KO/TKO,Punches,1.0,2:11,131.0,historical
Yair Rodriguez,Jeremy Stephens,-140.0,120.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3,2,0,0,3.09,0.4,0.4,1.18,0.38,3,15,80,0,0,1,6,8,0,0,15,Orthodox,175.26,180.34,145,0,1,0,4.33,0.45,0.9,0.9,0.29,6,1,26,0,0,2,2,3,0,0,7,Orthodox,180.34,180.34,145,27,33,-2,-1,-3,8,-14,54,0,5,0,-5.08,0.0,-6,-1.24,-0.5,0.28,8.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,3.0,5:00,900.0,historical
Dominick Reyes,Chris Weidman,-200.0,170.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Light Heavyweight,MALE,5,1,0,0,3.14,0.42,1.0,3.82,0.5,9,4,35,5,0,0,3,4,3,0,10,Orthodox,187.96,198.12,205,0,5,0,5.03,0.52,0.4,0.39,0.16,5,0,9,0,0,1,1,2,1,0,5,Southpaw,193.04,195.58,205,29,35,-1,-5,4,5,-4,26,5,2,2,-5.08,2.54,-6,-1.89,0.6,3.43,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,KO/TKO,Punches,1.0,1:43,103.0,historical
Joe Lauzon,Jonathan Pearce,170.0,-200.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Lightweight,MALE,3,0,0,0,11.21,0.57,0.0,4.48,0.5,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,180.34,155,3,0,0,2.84,0.39,2.0,2.39,0.45,3,12,52,0,0,1,1,5,7,0,14,Orthodox,177.8,180.34,155,35,27,3,0,-3,-14,12,-52,0,-5,-7,5.08,0.0,8,8.37,-2.0,2.09,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punches,1.0,1:33,93.0,historical
Maycee Barber,Gillian Robertson,-170.0,150.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,2,0,2.18,0.5,1.3,3.44,0.47,2,1,8,0,0,0,0,1,3,0,4,Orthodox,165.1,160.02,125,0,2,0,3.15,0.6,0.3,0.95,0.3,2,0,4,0,0,0,0,4,0,0,2,Switch,165.1,165.1,125,21,24,0,0,0,2,-1,4,0,-3,3,0.0,-5.08,-3,-0.97,1.0,2.49,15.0,12.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,KO/TKO,Punches,1.0,3:04,184.0,historical
Deron Winn,Darren Stewart,-115.0,-105.0,2019-10-18,"Boston, Massachusetts, USA", USA,Blue,False,Middleweight,MALE,3,0,1,0,2.94,0.44,0.0,1.38,0.44,2,4,17,0,0,0,1,2,0,0,3,Orthodox,182.88,187.96,185,0,1,0,6.6,0.47,0.0,3.0,0.33,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,177.8,185,30,28,0,0,1,2,-4,14,0,2,0,15.24,10.16,2,-3.66,0.0,-1.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
Charles Rosa,Manny Bermudez,160.0,-185.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,2.92,0.61,3.1,3.06,0.54,3,1,7,0,0,0,0,0,3,0,3,Orthodox,177.8,180.34,145,1,0,0,3.79,0.36,1.2,2.82,0.34,1,3,15,0,0,0,1,0,1,0,2,Switch,175.26,175.26,145,33,25,0,0,2,1,2,-8,0,0,2,2.54,5.08,8,-0.87,1.9,0.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Armbar,1.0,2:46,166.0,historical
Molly McCann,Diana Belbita,-640.0,470.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Women's Flyweight,FEMALE,3,0,0,0,6.53,0.38,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,0,2,0,6.49,0.49,0.9,2.59,0.33,2,1,8,0,0,0,2,0,0,0,2,Orthodox,162.56,157.48,125,29,23,0,-2,-2,-2,1,-8,0,0,0,7.62,15.24,6,0.04,-0.9,-1.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Kyle Bochniak,Sean Woodson,-115.0,-105.0,2019-10-18,"Boston, Massachusetts, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,5.27,0.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,145,2,0,0,2.63,0.31,0.0,1.14,0.15,1,4,18,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,32,27,2,0,-1,-2,4,-18,0,0,0,17.78,20.32,5,2.64,0.0,-1.14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Randy Costa,Boston Salmon,130.0,-150.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Bantamweight,MALE,3,1,0,0,4.13,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,175.26,175.26,135,1,0,0,8.05,0.46,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,175.26,185.42,135,25,28,0,0,0,0,0,-1,0,0,0,0.0,-10.16,-3,-3.92,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Punch,1.0,2:15,135.0,historical
Court McGee,Sean Brady,150.0,-170.0,2019-10-18,"Boston, Massachusetts, USA", USA,Blue,False,Welterweight,MALE,3,0,0,0,7.93,0.56,0.0,2.0,0.66,0,0,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,1,0,0,4.86,0.35,0.4,1.71,0.21,3,7,42,0,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170,34,26,1,0,-3,-8,7,-39,0,0,-2,-2.54,-7.62,8,3.07,-0.4,0.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Brendan Allen,Kevin Holland,135.0,-155.0,2019-10-18,"Boston, Massachusetts, USA", USA,Red,False,Middleweight,MALE,3,0,3,0,4.16,0.54,1.1,1.27,0.43,3,1,12,0,0,1,1,0,1,0,3,Orthodox,190.5,205.74,185,0,0,0,2.0,0.53,6.2,3.74,0.42,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,185,23,26,0,3,3,3,-1,12,0,0,1,2.54,15.24,-3,2.16,-5.1,-2.47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,SUB,Rear Naked Choke,2.0,3:38,518.0,historical
Daniel Spitz,Tanner Boser,125.0,-145.0,2019-10-18,"Boston, Massachusetts, USA", USA,Blue,False,Heavyweight,MALE,3,0,0,0,4.17,0.49,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,255,1,0,0,2.6,0.35,0.0,0.74,0.66,1,2,6,0,0,0,0,1,0,0,1,Orthodox,200.66,208.28,245,29,28,1,0,-1,-1,2,-6,0,-1,0,-12.7,-17.78,1,1.57,0.0,-0.74,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Joanna Jedrzejczyk,Michelle Waterson,-300.0,250.0,2019-10-12,"Tampa, Florida, USA", USA,Red,False,Women's Strawweight,FEMALE,5,0,3,0,3.35,0.53,1.2,1.88,0.5,4,2,23,0,0,1,2,0,4,0,7,Orthodox,160.02,157.48,115,1,0,0,6.18,0.47,0.1,0.3,0.62,8,3,45,9,0,1,6,2,0,0,9,Orthodox,167.64,165.1,125,32,33,1,3,-4,-2,1,-22,-9,-2,4,-7.62,-7.62,-1,-2.83,1.1,1.58,7.0,5.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Red,U-DEC,No Finish,5.0,5:00,1500.0,historical
Cub Swanson,Kron Gracie,155.0,-175.0,2019-10-12,"Tampa, Florida, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,5.15,0.41,0.9,0.88,0.25,1,0,1,0,0,0,0,0,1,0,1,Southpaw,175.26,177.8,145,4,1,0,4.59,0.49,0.5,1.06,0.5,6,10,67,0,0,1,8,4,2,0,15,Orthodox,172.72,177.8,145,35,31,4,0,-5,-14,10,-66,0,-4,-1,2.54,0.0,4,0.56,0.4,-0.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Niko Price,James Vick,-145.0,125.0,2019-10-12,"Tampa, Florida, USA", USA,Red,False,Welterweight,MALE,3,3,0,0,4.13,0.39,0.7,0.26,0.33,5,4,26,0,0,0,4,2,3,0,9,Orthodox,190.5,193.04,155,1,0,0,3.06,0.34,1.3,1.08,0.23,2,3,14,0,0,0,0,3,2,0,5,Orthodox,182.88,193.04,170,30,32,-2,0,3,4,-1,12,0,-1,1,7.62,0.0,-2,1.07,-0.6,-0.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,KO/TKO,Kick,1.0,1:44,104.0,historical
Mackenzie Dern,Amanda Ribas,-185.0,160.0,2019-10-12,"Tampa, Florida, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,0,1,0,4.29,0.38,1.4,2.71,0.57,1,0,2,0,0,0,0,0,1,0,1,Orthodox,160.02,167.64,115,0,2,0,3.24,0.32,0.9,0.46,0.08,2,0,4,0,0,1,0,0,1,0,2,Orthodox,162.56,160.02,115,26,26,0,-1,-1,-1,0,-2,0,0,0,-2.54,7.62,0,1.05,0.5,2.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,U-DEC,No Finish,3.0,5:00,900.0,historical
Matt Frevola,Luis Pena,130.0,-150.0,2019-10-12,"Tampa, Florida, USA", USA,Red,False,Lightweight,MALE,3,0,2,0,3.7,0.45,1.0,1.25,0.31,2,1,10,0,0,0,1,1,1,0,3,Southpaw,190.5,185.42,155,0,1,1,3.19,0.39,1.4,3.3,0.4,1,1,7,0,0,0,1,0,0,0,1,Orthodox,175.26,180.34,155,29,26,0,1,1,2,0,3,0,1,1,15.24,5.08,3,0.51,-0.4,-2.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,neither,S-DEC,No Finish,3.0,5:00,900.0,historical
